word: a                   counts: 8283
word: bushes              counts: 3
word: bushy               counts: 1
word: busied              counts: 1
word: business            counts: 29
word: busy                counts: 1
word: busybodies          counts: 2
word: busybody            counts: 1
word: but                 counts: 3994
word: butler              counts: 8
word: butlers             counts: 1
word: butlership          counts: 1
word: butter              counts: 11
word: buttocks            counts: 3
word: buy                 counts: 56
word: buyer               counts: 3
word: buyest              counts: 2
word: buyeth              counts: 3
word: buz                 counts: 3
word: buzi                counts: 1
word: buzite              counts: 2
word: by                  counts: 2633
word: byways              counts: 1
word: byword              counts: 6
word: cab                 counts: 1
word: cabbon              counts: 1
word: cabins              counts: 1
word: cabul               counts: 2
word: caesar              counts: 30
word: caesarea            counts: 17
word: cage                counts: 2
word: caiaphas            counts: 9
word: cain                counts: 20
word: cainan              counts: 7
word: cake                counts: 13
word: cakes               counts: 25
word: calah               counts: 2
word: calamities          counts: 3
word: calamity            counts: 19
word: calamus             counts: 3
word: calcol              counts: 1
word: caldron             counts: 6
word: caldrons            counts: 3
word: caleb               counts: 36
word: calebephratah       counts: 1
word: calf                counts: 30
word: calkers             counts: 2
word: call                counts: 196
word: called              counts: 624
word: calledst            counts: 4
word: callest             counts: 3
word: calleth             counts: 30
word: calling             counts: 24
word: calm                counts: 6
word: calneh              counts: 2
word: calno               counts: 1
word: calvary             counts: 1
word: calve               counts: 2
word: calved              counts: 1
word: calves              counts: 18
word: calveth             counts: 1
word: came                counts: 2096
word: camel               counts: 12
word: camels              counts: 50
word: camest              counts: 28
word: camon               counts: 1
word: camp                counts: 136
word: camped              counts: 1
word: camphire            counts: 2
word: camps               counts: 7
word: can                 counts: 235
word: cana                counts: 4
word: canaan              counts: 91
word: canaanite           counts: 14
word: canaanites          counts: 55
word: canaanitess         counts: 1
word: canaanitish         counts: 2
word: candace             counts: 1
word: candle              counts: 16
word: candles             counts: 1
word: candlestick         counts: 41
word: candlesticks        counts: 12
word: cane                counts: 2
word: canker              counts: 1
word: cankered            counts: 1
word: cankerworm          counts: 6
word: canneh              counts: 1
word: cannot              counts: 184
word: canst               counts: 51
word: capernaum           counts: 16
word: caph                counts: 1
word: caphthorim          counts: 1
word: caphtor             counts: 3
word: caphtorim           counts: 1
word: caphtorims          counts: 1
word: cappadocia          counts: 2
word: captain             counts: 139
word: captains            counts: 119
word: captive             counts: 59
word: captives            counts: 43
word: captivity           counts: 127
word: carbuncle           counts: 3
word: carbuncles          counts: 1
word: carcas              counts: 1
word: carcase             counts: 34
word: carcases            counts: 22
word: carchemish          counts: 3
word: care                counts: 20
word: careah              counts: 1
word: cared               counts: 3
word: careful             counts: 7
word: carefully           counts: 4
word: carefulness         counts: 4
word: careless            counts: 5
word: carelessly          counts: 3
word: cares               counts: 3
word: carest              counts: 3
word: careth              counts: 7
word: caring              counts: 1
word: carmel              counts: 26
word: carmelite           counts: 5
word: carmelitess         counts: 2
word: carmi               counts: 8
word: carmites            counts: 1
word: carnal              counts: 11
word: carnally            counts: 4
word: carpenter           counts: 4
word: carpenters          counts: 9
word: carpus              counts: 1
word: carriage            counts: 3
word: carriages           counts: 3
word: carried             counts: 145
word: carriest            counts: 1
word: carrieth            counts: 3
word: carry               counts: 90
word: carrying            counts: 8
word: carshena            counts: 1
word: cart                counts: 15
word: carved              counts: 13
word: carving             counts: 2
word: carvings            counts: 1
word: case                counts: 8
word: casement            counts: 1
word: cases               counts: 1
word: casiphia            counts: 2
word: casluhim            counts: 2
word: cassia              counts: 3
word: cast                counts: 501
word: castaway            counts: 1
word: castedst            counts: 1
word: castest             counts: 3
word: casteth             counts: 16
word: casting             counts: 21
word: castle              counts: 9
word: castles             counts: 6
word: castor              counts: 1
word: catch               counts: 15
word: catcheth            counts: 3
word: caterpiller         counts: 5
word: caterpillers        counts: 4
word: cattle              counts: 153
word: caught              counts: 37
word: caul                counts: 12
word: cauls               counts: 1
word: cause               counts: 328
word: caused              counts: 94
word: causeless           counts: 2
word: causes              counts: 7
word: causest             counts: 2
word: causeth             counts: 32
word: causeway            counts: 2
word: causing             counts: 4
word: cave                counts: 34
word: caves               counts: 6
word: cease               counts: 70
word: ceased              counts: 33
word: ceaseth             counts: 10
word: ceasing             counts: 7
word: cedar               counts: 51
word: cedars              counts: 24
word: cedron              counts: 1
word: celebrate           counts: 3
word: celestial           counts: 2
word: cellars             counts: 2
word: cenchrea            counts: 3
word: censer              counts: 12
word: censers             counts: 8
word: centurion           counts: 21
word: centurions          counts: 3
word: cephas              counts: 6
word: ceremonies          counts: 1
word: certain             counts: 196
word: certainly           counts: 31
word: certainty           counts: 7
word: certified           counts: 2
word: certify             counts: 5
word: chafed              counts: 1
word: chaff               counts: 14
word: chain               counts: 13
word: chains              counts: 37
word: chalcedony          counts: 1
word: chalcol             counts: 1
word: chaldaeans          counts: 1
word: chaldea             counts: 7
word: chaldean            counts: 2
word: chaldeans           counts: 66
word: chaldees            counts: 14
word: chalkstones         counts: 1
word: challengeth         counts: 1
word: chamber             counts: 52
word: chambering          counts: 1
word: chamberlain         counts: 6
word: chamberlains        counts: 9
word: chambers            counts: 66
word: chameleon           counts: 1
word: chamois             counts: 1
word: champaign           counts: 1
word: champion            counts: 3
word: chanaan             counts: 2
word: chance              counts: 6
word: chancellor          counts: 3
word: chanceth            counts: 1
word: change              counts: 26
word: changeable          counts: 1
word: changed             counts: 43
word: changers            counts: 2
word: changes             counts: 7
word: changest            counts: 1
word: changeth            counts: 2
word: changing            counts: 1
word: channel             counts: 1
word: channels            counts: 3
word: chant               counts: 1
word: chapel              counts: 1
word: chapiter            counts: 13
word: chapiters           counts: 16
word: chapmen             counts: 1
word: chapt               counts: 1
word: charashim           counts: 1
word: charge              counts: 102
word: chargeable          counts: 5
word: charged             counts: 51
word: chargedst           counts: 1
word: charger             counts: 17
word: chargers            counts: 3
word: charges             counts: 6
word: chargest            counts: 1
word: charging            counts: 2
word: chariot             counts: 64
word: chariots            counts: 113
word: charitably          counts: 1
word: charity             counts: 28
word: charmed             counts: 1
word: charmer             counts: 1
word: charmers            counts: 2
word: charming            counts: 1
word: charran             counts: 2
word: chase               counts: 6
word: chased              counts: 13
word: chaseth             counts: 1
word: chasing             counts: 1
word: chaste              counts: 3
word: chasten             counts: 6
word: chastened           counts: 8
word: chastenest          counts: 1
word: chasteneth          counts: 5
word: chastening          counts: 6
word: chastise            counts: 10
word: chastised           counts: 6
word: chastisement        counts: 5
word: chastiseth          counts: 1
word: chatter             counts: 1
word: chebar              counts: 8
word: check               counts: 1
word: checker             counts: 1
word: chedorlaomer        counts: 5
word: cheek               counts: 9
word: cheeks              counts: 5
word: cheer               counts: 10
word: cheereth            counts: 1
word: cheerful            counts: 4
word: cheerfully          counts: 1
word: cheerfulness        counts: 1
word: cheese              counts: 2
word: cheeses             counts: 1
word: chelal              counts: 1
word: chelluh             counts: 1
word: chelub              counts: 2
word: chelubai            counts: 1
word: chemarims           counts: 1
word: chemosh             counts: 8
word: chenaanah           counts: 5
word: chenani             counts: 1
word: chenaniah           counts: 3
word: chepharhaammonai    counts: 1
word: chephirah           counts: 4
word: cheran              counts: 2
word: cherethims          counts: 1
word: cherethites         counts: 9
word: cherish             counts: 1
word: cherished           counts: 1
word: cherisheth          counts: 2
word: cherith             counts: 2
word: cherub              counts: 30
word: cherubims           counts: 65
word: chesalon            counts: 1
word: chesed              counts: 1
word: chesil              counts: 1
word: chesnut             counts: 2
word: chest               counts: 6
word: chests              counts: 1
word: chesulloth          counts: 1
word: cheth               counts: 1
word: chew                counts: 3
word: chewed              counts: 1
word: cheweth             counts: 8
word: chezib              counts: 1
word: chickens            counts: 1
word: chide               counts: 4
word: chiding             counts: 1
word: chidon              counts: 1
word: chief               counts: 338
word: chiefest            counts: 9
word: chiefly             counts: 3
word: child               counts: 205
word: childbearing        counts: 1
word: childhood           counts: 2
word: childish            counts: 1
word: childless           counts: 7
word: children            counts: 1822
word: chileab             counts: 1
word: chilion             counts: 3
word: chilmad             counts: 1
word: chimham             counts: 4
word: chimney             counts: 1
word: chinnereth          counts: 4
word: chinneroth          counts: 2
word: chios               counts: 1
word: chisleu             counts: 2
word: chislon             counts: 1
word: chislothtabor       counts: 1
word: chittim             counts: 6
word: chiun               counts: 1
word: chloe               counts: 1
word: chode               counts: 2
word: choice              counts: 21
word: choicest            counts: 2
word: choke               counts: 2
word: choked              counts: 6
word: choler              counts: 2
word: choose              counts: 59
word: choosest            counts: 2
word: chooseth            counts: 3
word: choosing            counts: 1
word: chop                counts: 1
word: chorashan           counts: 1
word: chorazin            counts: 2
word: chose               counts: 29
word: chosen              counts: 123
word: chozeba             counts: 1
word: christ              counts: 570
word: christian           counts: 2
word: christians          counts: 1
word: christs             counts: 2
word: chronicles          counts: 105
word: chrysolite          counts: 1
word: chrysoprasus        counts: 1
word: chub                counts: 1
word: chun                counts: 1
word: church              counts: 80
word: churches            counts: 36
word: churl               counts: 2
word: churlish            counts: 1
word: churning            counts: 1
word: chushanrishathaim   counts: 4
word: chuza               counts: 1
word: cieled              counts: 4
word: cieling             counts: 1
word: cilicia             counts: 8
word: cinnamon            counts: 4
word: cinneroth           counts: 1
word: circle              counts: 1
word: circuit             counts: 3
word: circuits            counts: 1
word: circumcise          counts: 10
word: circumcised         counts: 39
word: circumcising        counts: 2
word: circumcision        counts: 36
word: circumspect         counts: 1
word: circumspectly       counts: 1
word: cis                 counts: 1
word: cistern             counts: 4
word: cisterns            counts: 2
word: cities              counts: 448
word: citizen             counts: 2
word: citizens            counts: 1
word: city                counts: 868
word: clad                counts: 2
word: clamorous           counts: 1
word: clamour             counts: 1
word: clap                counts: 6
word: clapped             counts: 2
word: clappeth            counts: 1
word: clauda              counts: 1
word: claudia             counts: 1
word: claudius            counts: 3
word: clave               counts: 14
word: claws               counts: 3
word: clay                counts: 33
word: clean               counts: 133
word: cleanness           counts: 5
word: cleanse             counts: 33
word: cleansed            counts: 39
word: cleanseth           counts: 3
word: cleansing           counts: 10
word: clear               counts: 15
word: clearer             counts: 1
word: clearing            counts: 2
word: clearly             counts: 5
word: clearness           counts: 1
word: cleave              counts: 30
word: cleaved             counts: 3
word: cleaveth            counts: 13
word: cleft               counts: 2
word: clefts              counts: 5
word: clemency            counts: 1
word: clement             counts: 1
word: cleopas             counts: 1
word: cleophas            counts: 1
word: cliff               counts: 1
word: clift               counts: 1
word: clifts              counts: 2
word: climb               counts: 4
word: climbed             counts: 2
word: climbeth            counts: 1
word: clipped             counts: 1
word: clods               counts: 6
word: cloke               counts: 7
word: close               counts: 11
word: closed              counts: 11
word: closer              counts: 1
word: closest             counts: 1
word: closet              counts: 2
word: closets             counts: 1
word: cloth               counts: 18
word: clothe              counts: 16
word: clothed             counts: 73
word: clothes             counts: 101
word: clothest            counts: 1
word: clothing            counts: 19
word: cloths              counts: 4
word: cloud               counts: 107
word: clouds              counts: 49
word: cloudy              counts: 6
word: clouted             counts: 1
word: clouts              counts: 2
word: cloven              counts: 2
word: clovenfooted        counts: 3
word: cluster             counts: 5
word: clusters            counts: 7
word: cnidus              counts: 1
word: coal                counts: 4
word: coals               counts: 26
word: coast               counts: 62
word: coasts              counts: 51
word: coat                counts: 25
word: coats               counts: 14
word: cock                counts: 12
word: cockatrice          counts: 3
word: cockatrices         counts: 1
word: cockcrowing         counts: 1
word: cockle              counts: 1
word: coffer              counts: 3
word: coffin              counts: 1
word: cogitations         counts: 1
word: cold                counts: 18
word: colhozeh            counts: 2
word: collar              counts: 1
word: collars             counts: 1
word: collection          counts: 3
word: college             counts: 2
word: collops             counts: 1
word: colony              counts: 1
word: colosse             counts: 1
word: colossians          counts: 6
word: colour              counts: 14
word: coloured            counts: 1
word: colours             counts: 12
word: colt                counts: 15
word: colts               counts: 3
word: come                counts: 1966
word: comeliness          counts: 5
word: comely              counts: 16
word: comers              counts: 1
word: comest              counts: 29
word: cometh              counts: 282
word: comfort             counts: 66
word: comfortable         counts: 2
word: comfortably         counts: 5
word: comforted           counts: 36
word: comfortedst         counts: 1
word: comforter           counts: 8
word: comforters          counts: 5
word: comforteth          counts: 5
word: comfortless         counts: 1
word: comforts            counts: 2
word: coming              counts: 100
word: comings             counts: 1
word: command             counts: 104
word: commanded           counts: 443
word: commandedst         counts: 4
word: commander           counts: 1
word: commandest          counts: 3
word: commandeth          counts: 13
word: commanding          counts: 4
word: commandment         counts: 177
word: commandments        counts: 170
word: commend             counts: 7
word: commendation        counts: 2
word: commended           counts: 6
word: commendeth          counts: 4
word: commending          counts: 1
word: commission          counts: 1
word: commissions         counts: 1
word: commit              counts: 75
word: committed           counts: 92
word: committest          counts: 1
word: committeth          counts: 19
word: committing          counts: 2
word: commodious          counts: 1
word: common              counts: 21
word: commonly            counts: 2
word: commonwealth        counts: 1
word: commotion           counts: 1
word: commotions          counts: 1
word: commune             counts: 8
word: communed            counts: 18
word: communicate         counts: 4
word: communicated        counts: 2
word: communication       counts: 6
word: communications      counts: 2
word: communing           counts: 2
word: communion           counts: 4
word: compact             counts: 1
word: compacted           counts: 1
word: companied           counts: 1
word: companies           counts: 17
word: companion           counts: 13
word: companions          counts: 22
word: company             counts: 86
word: comparable          counts: 1
word: compare             counts: 4
word: compared            counts: 5
word: comparing           counts: 2
word: comparison          counts: 4
word: compass             counts: 39
word: compassed           counts: 44
word: compassest          counts: 1
word: compasseth          counts: 5
word: compassing          counts: 3
word: compassion          counts: 41
word: compassions         counts: 2
word: compel              counts: 5
word: compelled           counts: 6
word: compellest          counts: 1
word: complain            counts: 4
word: complained          counts: 2
word: complainers         counts: 1
word: complaining         counts: 1
word: complaint           counts: 9
word: complaints          counts: 1
word: complete            counts: 3
word: composition         counts: 2
word: compound            counts: 1
word: compoundeth         counts: 1
word: comprehend          counts: 2
word: comprehended        counts: 3
word: conaniah            counts: 1
word: conceal             counts: 6
word: concealed           counts: 2
word: concealeth          counts: 2
word: conceit             counts: 5
word: conceits            counts: 2
word: conceive            counts: 14
word: conceived           counts: 46
word: conceiving          counts: 1
word: conception          counts: 3
word: concern             counts: 2
word: concerneth          counts: 2
word: concerning          counts: 242
word: concision           counts: 1
word: conclude            counts: 1
word: concluded           counts: 3
word: conclusion          counts: 1
word: concord             counts: 1
word: concourse           counts: 2
word: concubine           counts: 22
word: concubines          counts: 17
word: concupiscence       counts: 3
word: condemn             counts: 24
word: condemnation        counts: 12
word: condemned           counts: 21
word: condemnest          counts: 1
word: condemneth          counts: 4
word: condemning          counts: 2
word: condescend          counts: 1
word: condition           counts: 1
word: conditions          counts: 1
word: conduct             counts: 3
word: conducted           counts: 2
word: conduit             counts: 4
word: coney               counts: 2
word: confection          counts: 1
word: confectionaries     counts: 1
word: confederacy         counts: 3
word: confederate         counts: 3
word: conference          counts: 1
word: conferred           counts: 4
word: confess             counts: 28
word: confessed           counts: 7
word: confesseth          counts: 3
word: confessing          counts: 3
word: confession          counts: 6
word: confidence          counts: 38
word: confidences         counts: 1
word: confident           counts: 8
word: confidently         counts: 1
word: confirm             counts: 13
word: confirmation        counts: 2
word: confirmed           counts: 13
word: confirmeth          counts: 3
word: confirming          counts: 3
word: confiscation        counts: 1
word: conflict            counts: 2
word: conformable         counts: 1
word: conformed           counts: 2
word: confound            counts: 5
word: confounded          counts: 50
word: confused            counts: 2
word: confusion           counts: 26
word: congealed           counts: 1
word: congratulate        counts: 1
word: congregation        counts: 364
word: congregations       counts: 3
word: coniah              counts: 3
word: conies              counts: 2
word: cononiah            counts: 2
word: conquer             counts: 1
word: conquering          counts: 1
word: conquerors          counts: 1
word: conscience          counts: 31
word: consciences         counts: 1
word: consecrate          counts: 14
word: consecrated         counts: 14
word: consecration        counts: 9
word: consecrations       counts: 4
word: consent             counts: 15
word: consented           counts: 4
word: consentedst         counts: 1
word: consenting          counts: 2
word: consider            counts: 67
word: considered          counts: 16
word: considerest         counts: 2
word: considereth         counts: 9
word: considering         counts: 4
word: consist             counts: 1
word: consisteth          counts: 1
word: consolation         counts: 15
word: consolations        counts: 3
word: consorted           counts: 1
word: conspiracy          counts: 10
word: conspirators        counts: 1
word: conspired           counts: 19
word: constant            counts: 1
word: constantly          counts: 3
word: constellations      counts: 1
word: constrain           counts: 1
word: constrained         counts: 6
word: constraineth        counts: 2
word: constraint          counts: 1
word: consult             counts: 1
word: consultation        counts: 1
word: consulted           counts: 13
word: consulter           counts: 1
word: consulteth          counts: 1
word: consume             counts: 56
word: consumed            counts: 96
word: consumeth           counts: 4
word: consuming           counts: 3
word: consummation        counts: 1
word: consumption         counts: 5
word: contain             counts: 7
word: contained           counts: 5
word: containeth          counts: 1
word: containing          counts: 1
word: contemn             counts: 2
word: contemned           counts: 4
word: contemneth          counts: 1
word: contempt            counts: 10
word: contemptible        counts: 4
word: contemptuously      counts: 1
word: contend             counts: 14
word: contended           counts: 6
word: contendest          counts: 1
word: contendeth          counts: 3
word: contending          counts: 1
word: content             counts: 16
word: contention          counts: 9
word: contentions         counts: 6
word: contentious         counts: 5
word: contentment         counts: 1
word: continual           counts: 33
word: continually         counts: 81
word: continuance         counts: 5
word: continue            counts: 38
word: continued           counts: 29
word: continueth          counts: 5
word: continuing          counts: 4
word: contradicting       counts: 1
word: contradiction       counts: 2
word: contrariwise        counts: 3
word: contrary            counts: 24
word: contribution        counts: 1
word: contrite            counts: 5
word: controversies       counts: 1
word: controversy         counts: 13
word: convenient          counts: 9
word: conveniently        counts: 1
word: conversant          counts: 2
word: conversation        counts: 20
word: conversion          counts: 1
word: convert             counts: 2
word: converted           counts: 9
word: converteth          counts: 1
word: converting          counts: 1
word: converts            counts: 1
word: convey              counts: 2
word: conveyed            counts: 1
word: convicted           counts: 1
word: convince            counts: 2
word: convinced           counts: 4
word: convinceth          counts: 1
word: convocation         counts: 16
word: convocations        counts: 3
word: cook                counts: 2
word: cooks               counts: 1
word: cool                counts: 2
word: coos                counts: 1
word: copied              counts: 1
word: coping              counts: 1
word: copper              counts: 1
word: coppersmith         counts: 1
word: copulation          counts: 3
word: copy                counts: 9
word: cor                 counts: 1
word: coral               counts: 2
word: corban              counts: 1
word: cord                counts: 6
word: cords               counts: 26
word: core                counts: 1
word: coriander           counts: 2
word: corinth             counts: 6
word: corinthians         counts: 35
word: corinthus           counts: 1
word: cormorant           counts: 4
word: corn                counts: 102
word: cornelius           counts: 10
word: corner              counts: 37
word: corners             counts: 39
word: cornet              counts: 7
word: cornets             counts: 2
word: cornfloor           counts: 1
word: corpse              counts: 1
word: corpses             counts: 4
word: correct             counts: 7
word: corrected           counts: 2
word: correcteth          counts: 2
word: correction          counts: 12
word: corrupt             counts: 33
word: corrupted           counts: 14
word: corrupters          counts: 2
word: corrupteth          counts: 1
word: corruptible         counts: 7
word: corrupting          counts: 1
word: corruption          counts: 21
word: corruptly           counts: 2
word: cosam               counts: 1
word: cost                counts: 4
word: costliness          counts: 1
word: costly              counts: 6
word: cotes               counts: 1
word: cottage             counts: 2
word: cottages            counts: 1
word: couch               counts: 7
word: couched             counts: 2
word: couches             counts: 2
word: coucheth            counts: 1
word: couching            counts: 1
word: couchingplace       counts: 1
word: could               counts: 166
word: couldest            counts: 5
word: coulter             counts: 1
word: coulters            counts: 1
word: council             counts: 23
word: councils            counts: 2
word: counsel             counts: 143
word: counselled          counts: 4
word: counsellor          counts: 14
word: counsellors         counts: 21
word: counsels            counts: 12
word: count               counts: 26
word: counted             counts: 40
word: countenance         counts: 53
word: countenances        counts: 2
word: countervail         counts: 1
word: counteth            counts: 3
word: counting            counts: 1
word: countries           counts: 55
word: country             counts: 179
word: countrymen          counts: 2
word: couple              counts: 10
word: coupled             counts: 12
word: coupleth            counts: 2
word: coupling            counts: 10
word: couplings           counts: 1
word: courage             counts: 20
word: courageous          counts: 5
word: courageously        counts: 1
word: course              counts: 35
word: courses             counts: 18
word: court               counts: 122
word: courteous           counts: 1
word: courteously         counts: 2
word: courts              counts: 25
word: cousin              counts: 1
word: cousins             counts: 1
word: covenant            counts: 292
word: covenantbreakers    counts: 1
word: covenanted          counts: 4
word: covenants           counts: 3
word: cover               counts: 72
word: covered             counts: 105
word: coveredst           counts: 2
word: coverest            counts: 2
word: covereth            counts: 27
word: covering            counts: 48
word: coverings           counts: 2
word: covers              counts: 3
word: covert              counts: 9
word: covet               counts: 8
word: coveted             counts: 3
word: coveteth            counts: 2
word: covetous            counts: 9
word: covetousness        counts: 19
word: cow                 counts: 7
word: coz                 counts: 1
word: cozbi               counts: 2
word: crackling           counts: 1
word: cracknels           counts: 1
word: craft               counts: 6
word: craftiness          counts: 5
word: craftsman           counts: 2
word: craftsmen           counts: 7
word: crafty              counts: 4
word: crag                counts: 1
word: crane               counts: 2
word: crashing            counts: 1
word: craved              counts: 1
word: craveth             counts: 1
word: create              counts: 8
word: created             counts: 45
word: createth            counts: 1
word: creation            counts: 6
word: creator             counts: 5
word: creature            counts: 28
word: creatures           counts: 13
word: creditor            counts: 3
word: creditors           counts: 1
word: creek               counts: 1
word: creep               counts: 7
word: creepeth            counts: 14
word: creeping            counts: 29
word: crept               counts: 1
word: crescens            counts: 1
word: crete               counts: 5
word: cretes              counts: 1
word: cretians            counts: 2
word: crew                counts: 5
word: crib                counts: 3
word: cried               counts: 199
word: cries               counts: 1
word: criest              counts: 5
word: crieth              counts: 17
word: crime               counts: 2
word: crimes              counts: 2
word: crimson             counts: 5
word: cripple             counts: 1
word: crisping            counts: 1
word: crispus             counts: 2
word: crookbackt          counts: 1
word: crooked             counts: 14
word: crop                counts: 2
word: cropped             counts: 1
word: cross               counts: 28
word: crossway            counts: 1
word: crouch              counts: 1
word: croucheth           counts: 1
word: crow                counts: 7
word: crown               counts: 66
word: crowned             counts: 6
word: crownedst           counts: 1
word: crownest            counts: 1
word: crowneth            counts: 1
word: crowning            counts: 1
word: crowns              counts: 9
word: crucified           counts: 37
word: crucify             counts: 16
word: cruel               counts: 19
word: cruelly             counts: 1
word: cruelty             counts: 5
word: crumbs              counts: 3
word: cruse               counts: 9
word: crush               counts: 4
word: crushed             counts: 7
word: cry                 counts: 181
word: crying              counts: 31
word: crystal             counts: 5
word: cubit               counts: 45
word: cubits              counts: 213
word: cuckow              counts: 2
word: cucumbers           counts: 2
word: cud                 counts: 11
word: cumbered            counts: 1
word: cumbereth           counts: 1
word: cumbrance           counts: 1
word: cumi                counts: 1
word: cummin              counts: 4
word: cunning             counts: 33
word: cunningly           counts: 1
word: cup                 counts: 68
word: cupbearer           counts: 1
word: cupbearers          counts: 2
word: cups                counts: 6
word: curdled             counts: 1
word: cure                counts: 5
word: cured               counts: 4
word: cures               counts: 1
word: curious             counts: 10
word: curiously           counts: 1
word: current             counts: 1
word: curse               counts: 101
word: cursed              counts: 72
word: cursedst            counts: 2
word: curses              counts: 8
word: cursest             counts: 1
word: curseth             counts: 10
word: cursing             counts: 12
word: cursings            counts: 1
word: curtain             counts: 26
word: curtains            counts: 31
word: cush                counts: 8
word: cushan              counts: 1
word: cushi               counts: 10
word: custody             counts: 5
word: custom              counts: 20
word: customs             counts: 7
word: cut                 counts: 320
word: cuth                counts: 1
word: cuthah              counts: 1
word: cuttest             counts: 1
word: cutteth             counts: 6
word: cutting             counts: 5
word: cuttings            counts: 3
word: cymbal              counts: 1
word: cymbals             counts: 16
word: cypress             counts: 1
word: cyprus              counts: 8
word: cyrene              counts: 4
word: cyrenian            counts: 2
word: cyrenians           counts: 1
word: cyrenius            counts: 1
word: cyrus               counts: 23
word: dabareh             counts: 1
word: dabbasheth          counts: 1
word: daberath            counts: 2
word: dagger              counts: 3
word: dagon               counts: 13
word: daily               counts: 63
word: dainties            counts: 3
word: dainty              counts: 3
word: dalaiah             counts: 1
word: dale                counts: 2
word: daleth              counts: 1
word: dalmanutha          counts: 1
word: dalmatia            counts: 1
word: dalphon             counts: 1
word: dam                 counts: 5
word: damage              counts: 6
word: damaris             counts: 1
word: damascenes          counts: 1
word: damascus            counts: 60
word: damnable            counts: 1
word: damnation           counts: 11
word: damned              counts: 3
word: damsel              counts: 48
word: damsels             counts: 3
word: dan                 counts: 72
word: dance               counts: 8
word: danced              counts: 6
word: dances              counts: 6
word: dancing             counts: 7
word: dandled             counts: 1
word: danger              counts: 7
word: dangerous           counts: 1
word: daniel              counts: 96
word: danites             counts: 4
word: danjaan             counts: 1
word: dannah              counts: 1
word: dara                counts: 1
word: darda               counts: 1
word: dare                counts: 5
word: darius              counts: 25
word: dark                counts: 43
word: darken              counts: 1
word: darkened            counts: 19
word: darkeneth           counts: 1
word: darkish             counts: 1
word: darkly              counts: 1
word: darkness            counts: 162
word: darkon              counts: 2
word: darling             counts: 2
word: dart                counts: 3
word: darts               counts: 4
word: dash                counts: 7
word: dashed              counts: 5
word: dasheth             counts: 2
word: dathan              counts: 10
word: daub                counts: 1
word: daubed              counts: 7
word: daubing             counts: 1
word: daughter            counts: 327
word: daughters           counts: 254
word: david               counts: 1138
word: dawn                counts: 2
word: dawning             counts: 5
word: day                 counts: 1741
word: days                counts: 868
word: daysman             counts: 1
word: dayspring           counts: 2
word: daytime             counts: 7
word: deacon              counts: 2
word: deacons             counts: 3
word: dead                counts: 364
word: deadly              counts: 7
word: deadness            counts: 1
word: deaf                counts: 15
word: deal                counts: 60
word: dealer              counts: 1
word: dealers             counts: 2
word: dealest             counts: 2
word: dealeth             counts: 10
word: dealing             counts: 1
word: dealings            counts: 2
word: deals               counts: 19
word: dealt               counts: 57
word: dear                counts: 7
word: dearly              counts: 10
word: dearth              counts: 8
word: death               counts: 372
word: deaths              counts: 4
word: debase              counts: 1
word: debate              counts: 4
word: debates             counts: 1
word: debir               counts: 14
word: deborah             counts: 10
word: debt                counts: 7
word: debtor              counts: 4
word: debtors             counts: 5
word: debts               counts: 2
word: decapolis           counts: 3
word: decay               counts: 1
word: decayed             counts: 2
word: decayeth            counts: 3
word: decease             counts: 2
word: deceased            counts: 2
word: deceit              counts: 34
word: deceitful           counts: 21
word: deceitfully         counts: 11
word: deceitfulness       counts: 3
word: deceits             counts: 2
word: deceivableness      counts: 1
word: deceive             counts: 27
word: deceived            counts: 34
word: deceiver            counts: 5
word: deceivers           counts: 3
word: deceiveth           counts: 6
word: deceiving           counts: 2
word: deceivings          counts: 1
word: decently            counts: 1
word: decided             counts: 1
word: decision            counts: 2
word: deck                counts: 2
word: decked              counts: 6
word: deckedst            counts: 2
word: deckest             counts: 1
word: decketh             counts: 1
word: declaration         counts: 4
word: declare             counts: 95
word: declared            counts: 41
word: declareth           counts: 4
word: declaring           counts: 4
word: decline             counts: 5
word: declined            counts: 4
word: declineth           counts: 2
word: decrease            counts: 2
word: decreased           counts: 1
word: decree              counts: 49
word: decreed             counts: 5
word: decrees             counts: 3
word: dedan               counts: 11
word: dedanim             counts: 1
word: dedicate            counts: 4
word: dedicated           counts: 24
word: dedicating          counts: 2
word: dedication          counts: 11
word: deed                counts: 19
word: deeds               counts: 33
word: deemed              counts: 1
word: deep                counts: 65
word: deeper              counts: 9
word: deeply              counts: 3
word: deepness            counts: 1
word: deeps               counts: 4
word: deer                counts: 1
word: defamed             counts: 1
word: defaming            counts: 1
word: defeat              counts: 2
word: defence             counts: 22
word: defenced            counts: 9
word: defend              counts: 11
word: defended            counts: 2
word: defendest           counts: 1
word: defending           counts: 1
word: defer               counts: 3
word: deferred            counts: 3
word: deferreth           counts: 1
word: defied              counts: 6
word: defile              counts: 39
word: defiled             counts: 71
word: defiledst           counts: 1
word: defileth            counts: 9
word: defraud             counts: 5
word: defrauded           counts: 4
word: defy                counts: 5
word: degenerate          counts: 1
word: degree              counts: 7
word: degrees             counts: 24
word: dehavites           counts: 1
word: dekar               counts: 1
word: delaiah             counts: 6
word: delay               counts: 3
word: delayed             counts: 2
word: delayeth            counts: 2
word: delectable          counts: 1
word: delicacies          counts: 1
word: delicate            counts: 5
word: delicately          counts: 4
word: delicateness        counts: 1
word: delicates           counts: 1
